,ht,ht_wins,ht_losses,ht_l10_hits_h,ht_l10_hits_a,ht_l10_rbis_h,ht_l10_rbis_a,ht_l10_ers_h,ht_l10_ers_a,at,at_wins,at_losses,at_l10_hits_h,at_l10_hits_a,at_l10_rbis_h,at_l10_rbis_a,at_l10_ers_h,at_l10_ers_a,home_team_won
945,NYN,27,33,51,103,12,47,32,46,NYA,41,19,81,94,42,59,44,37,False
946,PHI,32,29,76,69,31,28,32,38,MIL,38,25,86,89,52,43,35,35,False
947,WAS,36,26,80,76,42,36,37,22,SFN,32,31,99,100,49,42,29,53,True
948,BOS,43,21,88,78,51,39,33,33,CHA,21,40,85,78,45,35,36,37,True
949,DET,30,35,90,69,46,24,41,40,CLE,33,28,108,77,61,40,47,38,True
950,MIN,27,33,82,80,46,37,41,42,ANA,36,28,71,85,35,44,28,39,False
951,OAK,33,31,62,103,30,60,28,39,KCA,21,43,84,76,34,35,67,42,False
952,TBA,28,34,80,74,29,25,29,33,SEA,40,23,92,87,35,40,26,29,True
953,TEX,27,39,77,70,54,34,48,40,HOU,40,25,88,97,46,61,39,39,False
954,TOR,28,35,68,82,27,47,42,47,BAL,19,43,80,68,42,25,43,41,True
955,CHN,37,24,76,118,36,54,35,19,PIT,31,33,83,73,43,32,54,41,False
956,CIN,22,43,95,100,42,40,56,54,SLN,35,27,87,80,36,43,35,42,True
957,COL,32,32,112,88,62,42,71,47,ARI,34,29,72,75,48,40,40,39,False
958,LAN,32,32,74,98,41,74,27,40,ATL,37,27,86,96,47,43,37,43,True
959,MIA,23,41,79,93,30,36,48,49,SDN,30,36,84,78,50,32,47,42,False
960,NYN,27,34,48,103,13,47,36,46,NYA,42,19,81,90,42,53,44,35,True
961,PHI,32,30,71,69,28,28,39,38,MIL,39,25,86,92,52,47,35,36,True
962,WAS,37,26,82,76,44,36,40,22,SFN,32,32,99,98,49,42,29,60,False
963,BOS,44,21,89,78,48,39,33,33,CHA,21,41,85,72,45,29,36,37,False
964,DET,31,35,88,69,42,24,40,40,CLE,33,29,108,76,61,41,47,38,False
965,MIN,27,34,84,80,45,37,39,42,ANA,37,28,71,82,35,41,28,36,True
966,OAK,33,32,61,103,26,60,27,39,KCA,22,43,84,72,34,32,67,40,True
967,TBA,29,34,85,74,35,25,30,33,SEA,40,24,92,84,35,34,26,30,False
968,TEX,27,40,76,70,52,34,48,40,HOU,41,25,88,101,46,63,39,41,False
969,TOR,29,35,74,82,30,47,41,47,BAL,19,44,80,69,42,25,43,42,True
970,ARI,35,29,72,82,48,48,40,41,PIT,32,33,83,75,43,33,54,37,True
971,MIA,23,42,71,93,27,36,42,49,SFN,33,32,99,96,49,42,29,49,True
972,MIL,39,26,86,85,52,43,35,34,CHN,37,25,70,118,36,54,32,19,False
973,SLN,35,28,87,89,36,44,35,44,SDN,31,36,84,76,50,29,47,41,True
974,BAL,19,45,80,70,42,27,43,44,BOS,44,22,86,78,41,39,31,33,False
975,CHA,22,41,85,75,45,32,36,35,CLE,34,29,108,83,61,45,47,36,False
976,SEA,41,24,92,79,35,35,26,29,ANA,37,29,71,78,35,38,28,42,True
977,TBA,29,35,86,74,37,25,30,33,TOR,30,35,87,82,39,47,39,47,True
978,ARI,36,29,72,82,51,48,39,41,PIT,32,34,83,78,43,36,54,38,True
979,ATL,37,28,86,93,47,43,37,49,NYN,28,34,49,103,14,47,33,46,True
980,LAN,33,32,78,98,45,74,29,40,TEX,27,41,81,70,46,34,47,40,True
981,MIA,24,42,75,93,31,36,43,49,SFN,33,33,99,98,49,45,29,53,True
982,MIL,39,27,88,85,50,43,40,34,CHN,38,25,70,116,36,57,32,17,True
983,PHI,33,30,68,69,31,28,39,38,COL,32,33,109,88,60,42,73,47,True
984,SLN,36,28,89,89,35,44,37,44,SDN,31,37,84,71,50,24,47,41,False
985,BAL,19,46,75,70,33,27,41,44,BOS,45,22,86,78,41,39,31,28,False
986,CHA,22,42,78,75,40,32,29,35,CLE,35,29,108,87,61,48,47,33,True
987,DET,31,36,83,69,42,24,41,40,MIN,28,34,82,80,44,37,35,42,False
988,KCA,22,44,84,68,34,27,67,42,CIN,23,43,97,100,48,40,48,54,False
989,NYA,42,20,81,86,42,49,44,31,WAS,37,27,79,76,43,36,38,22,True
990,OAK,34,32,63,103,28,60,22,39,HOU,42,25,88,101,46,62,39,45,False
991,SEA,42,24,95,79,38,35,28,29,ANA,37,30,71,79,35,40,28,45,True
992,TBA,30,35,89,74,41,25,30,33,TOR,30,36,87,75,39,39,39,53,True
993,ARI,37,29,78,82,59,48,39,41,PIT,32,35,83,75,43,39,54,42,False
994,ATL,38,28,87,93,47,43,37,49,NYN,28,35,49,97,14,46,33,53,True
995,LAN,34,32,89,98,52,74,33,40,TEX,27,42,81,68,46,26,47,48,True
996,MIA,25,42,69,93,31,36,42,49,SFN,33,34,99,97,49,44,29,51,True
997,MIL,40,27,91,85,53,43,40,34,CHN,38,26,70,107,36,47,32,21,True
998,PHI,34,30,64,69,32,28,41,38,COL,32,34,109,90,60,41,73,49,False
999,SLN,36,29,83,89,37,44,36,44,SDN,32,37,84,74,50,26,47,33,False
1000,BAL,19,47,79,70,33,27,44,44,BOS,46,22,86,75,41,39,31,30,False
1001,CHA,23,42,78,75,40,32,28,35,CLE,35,30,108,81,61,39,47,37,True
1002,DET,31,37,81,69,39,24,46,40,MIN,29,34,82,79,44,39,35,37,True
1003,KCA,22,45,80,68,32,27,67,42,CIN,24,43,97,99,48,40,48,52,False
1004,NYA,43,20,84,86,42,49,39,31,WAS,37,28,79,71,43,29,38,20,False
1005,OAK,34,33,65,103,27,60,28,39,HOU,43,25,88,97,46,57,39,45,False
1006,SEA,43,24,99,79,40,35,28,29,ANA,37,31,71,74,35,33,28,46,True
1007,TBA,31,35,93,74,44,25,29,33,TOR,30,37,87,69,39,34,39,52,True
1008,ARI,37,30,83,82,62,48,43,41,NYN,28,36,49,88,14,44,33,51,True
1009,ATL,39,28,83,93,40,43,28,49,SDN,33,37,84,77,50,29,47,33,True
1010,MIA,26,42,68,93,30,36,41,49,SFN,33,35,99,97,49,43,29,51,False
1011,PHI,34,31,63,69,31,28,48,38,COL,33,34,109,91,60,42,73,50,True
1012,CHA,24,42,74,75,40,32,30,35,CLE,35,31,108,86,61,40,47,40,False
1013,DET,32,37,81,69,37,24,46,40,MIN,29,35,82,74,44,36,35,37,True
1014,NYA,43,21,85,86,41,49,34,31,TBA,32,35,86,74,41,25,27,33,True
1015,OAK,34,34,65,103,30,60,40,39,HOU,44,25,88,102,46,64,39,42,False
1016,SEA,44,24,102,79,45,35,33,29,BOS,47,22,86,76,41,39,31,28,False
1017,ARI,38,30,87,82,66,48,38,41,NYN,28,37,49,79,14,42,33,57,True
1018,ATL,40,28,80,93,39,43,28,49,SDN,33,38,84,77,50,28,47,35,False
1019,LAN,35,32,87,98,48,74,28,40,SFN,34,35,99,100,49,46,29,45,True
1020,MIL,41,27,85,85,46,43,38,34,PHI,35,31,69,69,38,28,50,38,True
1021,PIT,33,35,83,74,43,40,54,42,CIN,25,43,97,100,48,42,48,47,True
1022,SLN,36,30,85,89,37,44,37,44,CHN,38,27,70,103,36,41,32,21,False
1023,BAL,19,48,79,70,31,27,40,44,MIA,26,43,79,93,33,36,40,49,False
1024,CHA,24,43,71,75,40,32,31,35,DET,33,37,76,69,35,24,45,40,False
1025,CLE,36,31,108,80,61,35,47,33,MIN,29,36,82,70,44,32,35,37,False
1026,KCA,22,46,79,68,28,27,70,42,HOU,45,25,88,103,46,61,39,35,False
1027,NYA,44,21,80,86,38,49,31,31,TBA,32,36,86,73,41,26,27,34,True
1028,OAK,34,35,63,103,33,60,44,39,ANA,37,32,71,83,35,38,28,51,False
1029,SEA,44,25,102,79,44,35,34,29,BOS,48,22,86,77,41,37,31,28,True
1030,TEX,27,43,81,71,46,25,47,44,COL,33,35,109,85,60,43,73,50,False
1031,TOR,30,38,87,71,39,33,39,51,WAS,38,28,79,74,43,30,38,23,True
1032,ARI,39,30,88,82,61,48,35,41,NYN,28,38,49,79,14,42,33,60,False
1033,ATL,40,29,73,93,37,43,29,49,SDN,34,38,84,85,50,36,47,33,True
1034,LAN,36,32,83,98,46,74,29,40,SFN,34,36,99,92,49,43,29,42,True
1035,MIL,42,27,93,85,57,43,35,34,PHI,35,32,69,70,38,27,50,43,False
1036,PIT,34,35,79,74,40,40,48,42,CIN,25,44,97,96,48,38,48,45,True
1037,SLN,36,31,80,89,31,44,42,44,CHN,39,27,70,105,36,49,32,25,False
1038,BAL,19,49,63,70,14,27,41,44,MIA,27,43,79,86,33,31,40,47,False
1039,CHA,24,44,70,75,40,32,33,35,DET,34,37,76,70,35,26,45,41,False
1040,CLE,36,32,100,80,53,35,52,33,MIN,30,36,82,69,44,35,35,38,False
1041,KCA,22,47,75,68,28,27,69,42,HOU,46,25,88,108,46,63,39,37,False
1042,NYA,45,21,77,86,37,49,29,31,TBA,32,37,86,70,41,25,27,39,True
1043,OAK,34,36,68,103,32,60,44,39,ANA,38,32,71,85,35,40,28,43,True
1044,SEA,45,25,100,79,46,35,31,29,BOS,48,23,86,82,41,41,31,34,True
1045,TEX,27,44,82,71,49,25,50,44,COL,34,35,109,85,60,47,73,46,True
1046,TOR,31,38,93,71,43,33,40,51,WAS,38,29,79,73,43,28,38,28,True
1047,ARI,39,31,90,82,58,48,38,41,NYN,29,38,49,77,14,40,33,48,False
1048,ATL,41,29,67,93,32,43,23,49,SDN,34,39,84,79,50,29,47,29,True
1049,LAN,37,32,82,98,44,74,27,40,SFN,34,37,99,84,49,40,29,37,False
1050,MIL,42,28,89,85,54,43,36,34,PHI,36,32,69,67,38,25,50,43,False
1051,PIT,35,35,77,74,38,40,49,42,CIN,25,45,97,94,48,39,48,43,False
1052,SLN,36,32,85,89,34,44,44,44,CHN,40,27,70,101,36,47,32,22,True
1053,BAL,19,50,70,70,17,27,42,44,MIA,28,43,79,84,33,32,40,44,True
1054,CHA,24,45,65,75,34,32,39,35,DET,35,37,76,73,35,29,45,40,False
1055,CLE,36,33,103,80,54,35,53,33,MIN,31,36,82,78,44,43,35,39,True
1056,KCA,22,48,77,68,29,27,68,42,HOU,47,25,88,108,46,68,39,31,False
1057,NYA,46,21,80,86,39,49,29,31,TBA,32,38,86,65,41,22,27,41,False
1058,OAK,35,36,73,103,38,60,42,39,ANA,38,33,71,77,35,35,28,47,True
1059,SEA,46,25,93,79,43,35,25,29,BOS,48,24,86,77,41,39,31,31,False
1060,TEX,28,44,82,71,46,25,48,44,COL,34,36,109,87,60,47,73,50,True
1061,TOR,32,38,91,71,42,33,37,51,WAS,38,30,79,66,43,22,38,30,True
1062,COL,34,37,109,95,60,56,73,57,NYN,30,38,49,76,14,38,33,43,False
1063,PHI,37,32,69,71,38,33,50,44,SLN,37,32,90,89,34,44,42,44,True
1064,PIT,35,36,82,74,43,40,53,42,MIL,42,29,83,85,46,43,40,34,True
1065,SFN,35,37,99,76,49,38,29,33,MIA,28,44,79,89,33,34,40,52,False
1066,WAS,38,31,79,67,43,24,38,36,NYA,46,22,80,86,36,49,23,31,False
1067,ANA,38,34,71,79,35,38,28,47,ARI,39,32,84,82,57,48,36,41,False
1068,CLE,37,33,100,80,56,35,43,33,CHA,24,46,72,75,32,32,33,35,True
1069,HOU,48,25,88,116,46,72,39,28,TBA,33,38,86,66,41,19,27,42,True
1070,KCA,22,49,70,68,28,27,67,42,TEX,29,44,84,71,54,25,57,44,False
1071,CHN,40,28,70,96,36,46,32,24,LAN,37,33,77,98,43,74,24,40,False
1072,CHN,40,29,75,96,39,46,35,24,LAN,38,33,77,94,43,71,24,43,True
1073,CIN,26,45,97,91,48,42,48,39,DET,36,37,76,76,35,30,45,34,True
1074,COL,34,38,100,95,53,56,83,57,NYN,31,38,49,84,14,47,33,40,True
1075,PHI,38,32,69,71,40,33,55,44,SLN,37,33,90,85,34,41,42,45,False
1076,PIT,36,36,84,74,40,40,47,42,MIL,42,30,83,81,46,39,40,31,False
1077,SDN,34,40,84,79,50,29,47,27,OAK,36,36,73,103,37,60,44,39,False
1078,SFN,35,38,98,76,50,38,29,33,MIA,29,44,79,87,33,36,40,49,True
1079,WAS,38,32,82,67,41,24,37,36,BAL,20,50,77,70,27,27,40,44,True
1080,ANA,38,35,80,79,38,38,29,47,ARI,40,32,84,88,57,53,36,38,True
1081,CLE,38,33,100,80,54,35,39,33,CHA,24,47,72,70,32,28,33,36,True
1082,HOU,49,25,89,116,47,72,38,28,TBA,33,39,86,63,41,20,27,40,False
1083,KCA,22,50,70,68,29,27,72,42,TEX,30,44,84,77,54,31,57,44,False
1084,MIN,31,37,82,80,44,41,35,39,BOS,49,24,86,84,41,46,31,30,True
1085,NYA,47,22,80,81,36,43,23,21,SEA,46,26,90,79,40,35,33,29,True
1086,TOR,33,38,97,71,46,33,37,51,ATL,42,29,69,93,35,43,20,49,False
1087,CHN,41,29,75,96,35,46,34,24,LAN,38,34,77,96,43,68,24,44,True
1088,CIN,27,45,107,91,56,42,49,39,DET,36,38,76,75,35,33,45,40,True
1089,COL,35,38,105,95,57,56,84,57,NYN,31,39,49,78,14,46,33,45,True
1090,PHI,38,33,71,71,42,33,57,44,SLN,38,33,90,86,34,47,42,43,True
1091,SDN,34,41,84,79,50,29,43,27,OAK,37,36,73,105,37,59,44,35,False
1092,SFN,36,38,104,76,55,38,26,33,MIA,29,45,79,87,33,38,40,46,True
1093,WAS,39,32,92,67,48,24,37,36,BAL,20,51,77,65,27,24,40,50,False
1094,CLE,39,33,96,80,49,35,33,33,CHA,24,48,72,71,32,28,33,35,True
1095,HOU,49,26,85,116,45,72,39,28,TBA,34,39,86,60,41,19,27,37,True
1096,KCA,22,51,58,68,19,27,67,42,TEX,31,44,84,84,54,34,57,42,False
1097,MIN,32,37,78,80,42,41,33,39,BOS,49,25,86,85,41,45,31,29,True
1098,NYA,48,22,86,81,40,43,23,21,SEA,46,27,90,75,40,37,33,36,True
1099,TOR,33,39,100,71,49,33,40,51,ATL,43,29,69,99,35,54,20,49,True
1100,CIN,28,45,108,91,54,42,50,39,CHN,42,29,80,96,35,46,29,24,True
1101,COL,36,38,102,95,57,56,88,57,NYN,31,40,49,81,14,48,33,46,True
1102,MIL,43,30,83,83,46,41,40,30,SLN,38,34,90,82,34,46,42,44,True
1103,PIT,36,37,87,74,42,40,44,42,ARI,40,33,84,81,57,50,36,42,False
1104,SFN,37,38,97,76,52,38,28,33,SDN,34,42,83,79,46,29,49,27,True
1105,WAS,39,33,82,67,38,24,38,36,BAL,21,51,77,64,27,25,40,50,True
1106,ANA,39,35,82,79,39,38,26,47,TOR,34,39,105,71,52,33,37,51,True
1107,MIN,33,37,78,80,40,41,32,39,BOS,49,26,86,84,41,40,31,29,False
1108,NYA,49,22,90,81,45,43,24,21,SEA,46,28,90,79,40,38,33,41,True
1109,ATL,43,30,69,100,35,56,20,48,BAL,21,52,77,66,27,26,40,49,False
1110,CIN,29,45,104,91,56,42,47,39,CHN,42,30,80,93,35,43,29,29,True
1111,COL,37,38,100,95,59,56,85,57,MIA,29,46,79,90,33,41,40,45,True
1112,MIL,44,30,84,83,47,41,36,30,SLN,38,35,90,81,34,43,42,45,True
1113,NYN,31,41,49,83,14,48,33,51,LAN,38,35,77,92,43,63,24,44,False
1114,PIT,36,38,82,74,39,40,44,42,ARI,41,33,84,89,57,59,36,41,False
1115,SFN,38,38,90,76,45,38,23,33,SDN,34,43,83,77,46,29,49,25,False
1116,WAS,40,33,82,67,40,24,39,36,PHI,39,33,74,71,44,33,59,44,False
1117,ANA,40,35,85,79,43,38,30,47,TOR,34,40,105,72,52,33,37,57,True
1118,BOS,50,26,86,85,41,40,31,29,SEA,46,29,90,82,40,40,33,45,True
1119,CHA,24,49,72,68,32,27,33,37,OAK,38,36,73,106,37,61,44,33,False
1120,CHA,24,50,69,68,27,27,35,37,OAK,39,36,73,108,37,67,44,34,True
1121,CLE,40,33,96,80,53,35,27,33,DET,36,39,76,80,35,34,45,41,True
1122,HOU,50,26,83,116,39,72,37,28,KCA,22,52,57,68,21,27,54,42,False
1123,MIN,33,38,71,80,35,41,36,39,TEX,32,44,84,78,54,29,57,39,False
1124,TBA,34,40,86,59,41,18,27,39,NYA,50,22,84,81,43,43,24,21,True
1125,ATL,43,31,76,100,39,56,28,48,BAL,22,52,77,73,27,33,40,48,False
1126,CIN,30,45,108,91,57,42,46,39,CHN,42,31,80,80,35,39,29,31,True
1127,COL,38,38,102,95,61,56,75,57,MIA,29,47,79,94,33,42,40,51,False
1128,MIL,45,30,78,83,43,41,34,30,SLN,38,36,90,78,34,41,42,41,False
1129,NYN,31,42,51,83,15,48,36,51,LAN,39,35,77,91,43,61,24,44,False
1130,PIT,36,39,77,74,37,40,44,42,ARI,42,33,84,94,57,59,36,39,False
1131,SFN,38,39,86,76,43,38,28,33,SDN,35,43,83,77,46,30,49,24,True
1132,WAS,40,34,83,67,41,24,48,36,PHI,40,33,74,80,44,42,59,45,False
1133,ANA,41,35,84,79,40,38,29,47,TOR,34,41,105,74,52,31,37,51,False
1134,BOS,51,26,102,85,53,40,34,29,SEA,46,30,90,86,40,48,33,55,False
1135,CHA,25,50,74,68,33,27,34,37,OAK,39,37,73,106,37,66,44,35,False
1136,CLE,41,33,89,80,56,35,24,33,DET,36,40,76,78,35,34,45,45,True
1137,HOU,50,27,80,116,36,72,37,28,KCA,23,52,57,67,21,24,54,34,True
1138,MIN,33,39,71,80,32,41,42,39,TEX,33,44,84,78,54,30,57,35,False
1139,TBA,35,40,89,59,43,18,26,39,NYA,50,23,84,74,43,40,24,21,True
1140,ATL,43,32,79,100,39,56,35,48,BAL,23,52,77,74,27,38,40,51,True
1141,CIN,31,45,102,91,62,42,39,39,CHN,42,32,80,69,35,34,29,41,True
1142,COL,38,39,96,95,59,56,69,57,MIA,30,47,79,94,33,42,40,49,False
1143,MIL,45,31,81,83,44,41,31,30,SLN,39,36,90,72,34,38,42,42,False
1144,NYN,31,43,57,83,17,48,39,51,LAN,40,35,77,88,43,58,24,39,False
1145,PIT,36,40,77,74,39,40,47,42,ARI,43,33,84,97,57,62,36,31,False
1146,SFN,39,39,87,76,46,38,30,33,SDN,35,44,83,80,46,29,49,28,True
1147,WAS,40,35,85,67,41,24,51,36,PHI,41,33,74,84,44,47,59,44,True
1148,ANA,41,36,82,79,35,38,33,47,TOR,35,41,105,74,52,33,37,44,False
1149,BOS,51,27,97,85,47,40,37,29,SEA,47,30,90,92,40,47,33,56,True
1150,CHA,25,51,75,68,33,27,41,37,OAK,40,37,73,104,37,66,44,39,True
1151,CLE,42,33,82,80,51,35,24,33,DET,36,41,76,73,35,30,45,47,True
1152,HOU,51,27,81,116,36,72,38,28,KCA,23,53,57,66,21,24,54,34,True
1153,MIN,33,40,72,80,36,41,45,39,TEX,34,44,84,80,54,38,57,36,True
1154,TBA,36,40,87,59,42,18,25,39,NYA,50,24,84,65,43,32,24,20,True
1155,ATL,44,32,85,100,43,56,33,48,CIN,32,45,102,91,67,42,40,39,True
1156,LAN,41,35,77,88,43,54,24,42,CHN,42,33,80,74,35,39,29,49,True
1157,MIA,31,47,79,89,33,41,40,51,ARI,44,33,84,94,57,62,36,29,True
1158,NYN,31,44,60,83,20,48,40,51,PIT,36,41,72,74,29,40,41,42,False
1159,PHI,41,34,74,90,44,53,59,50,NYA,50,25,84,68,43,31,24,26,False
1160,SLN,40,36,90,74,34,44,42,41,CLE,43,33,93,80,60,35,24,33,True
1161,BAL,23,53,77,75,27,40,40,58,SEA,47,31,90,85,40,42,33,55,False
1162,DET,36,42,76,76,35,32,45,55,OAK,40,38,73,95,37,52,44,49,False
1163,HOU,52,27,78,116,40,72,37,28,TOR,36,41,105,81,52,36,37,42,False
1164,KCA,23,54,57,62,21,22,54,40,ANA,41,37,86,79,39,38,37,47,True
1165,TBA,37,40,87,59,41,18,28,39,WAS,41,35,87,67,40,24,55,36,True
1166,TEX,34,45,84,74,54,38,57,32,SDN,35,45,83,82,46,29,49,26,True
1167,ATL,45,32,88,100,43,56,37,48,CIN,32,46,102,90,67,44,40,39,False
1168,LAN,42,35,69,88,37,54,23,42,CHN,42,34,80,71,35,33,29,49,False
1169,MIA,32,47,80,89,37,41,38,51,ARI,44,34,84,90,57,63,36,33,False
1170,MIL,45,32,77,83,43,41,38,30,KCA,24,54,58,62,18,22,50,40,True
1171,NYN,31,45,59,83,23,48,38,51,PIT,37,41,72,70,29,38,41,37,True
1172,PHI,41,35,71,90,44,53,58,50,NYA,51,25,84,68,43,33,24,24,False
1173,SFN,40,39,85,76,43,38,31,33,COL,38,40,94,95,58,56,68,57,True
1174,SLN,41,36,95,74,33,44,42,41,CLE,43,34,93,77,60,31,24,30,True
1175,BAL,23,54,72,75,28,40,42,58,SEA,48,31,90,84,40,41,33,54,False
1176,BOS,52,27,92,85,44,40,35,29,ANA,41,38,86,74,39,36,37,43,True
1177,CHA,26,51,85,68,43,27,40,37,MIN,34,40,72,80,36,41,40,39,True
1178,DET,36,43,77,76,32,32,46,55,OAK,41,38,73,98,37,53,44,48,False
1179,HOU,52,28,80,116,39,72,38,28,TOR,37,41,105,83,52,40,37,40,True
1180,TBA,38,40,89,59,46,18,23,39,WAS,41,36,87,62,40,22,55,47,True
1181,TEX,35,45,87,74,58,38,56,32,SDN,35,46,83,86,46,29,49,29,False
1182,ATL,45,33,88,100,38,56,41,48,CIN,33,46,102,88,67,42,40,38,False
1183,LAN,42,36,73,88,39,54,23,42,CHN,43,34,80,84,35,42,29,49,True
1184,MIA,32,48,83,89,38,41,38,51,ARI,45,34,84,86,57,59,36,32,False
1185,MIL,46,32,78,83,46,41,32,30,KCA,24,55,58,53,18,17,50,36,False
1186,NYN,32,45,64,83,27,48,39,51,PIT,37,42,72,69,29,37,41,41,False
1187,PHI,41,36,69,90,40,53,49,50,NYA,52,25,84,69,43,32,24,22,True
1188,SFN,41,39,81,76,37,38,30,33,COL,38,41,94,100,58,58,68,57,True
1189,SLN,42,36,96,74,40,44,37,41,CLE,43,35,93,76,60,33,24,36,False
1190,BAL,23,55,76,75,29,40,43,58,SEA,49,31,90,85,40,40,33,53,False
1191,BOS,53,27,95,85,47,40,32,29,ANA,41,39,86,72,39,33,37,48,True
1192,CHA,27,51,89,68,46,27,43,37,MIN,34,41,72,82,36,44,40,42,True
1193,DET,36,44,83,76,36,32,44,55,OAK,42,38,73,101,37,57,44,54,False
1194,HOU,53,28,87,116,43,72,29,28,TOR,37,42,105,82,52,36,37,40,True
1195,TEX,35,46,87,74,53,38,55,32,SDN,36,46,83,83,46,28,49,29,True
1196,CIN,34,46,102,91,67,42,40,40,MIL,46,33,80,83,46,41,37,30,False
1197,LAN,43,36,77,88,39,54,24,42,CHN,43,35,80,88,35,46,29,55,False
1198,MIA,32,49,79,89,37,41,35,51,ARI,46,34,84,79,57,50,36,28,False
1199,PHI,42,36,71,90,40,53,39,50,WAS,41,37,87,60,40,20,55,44,True
1200,SFN,42,39,78,76,36,38,28,33,COL,38,42,94,90,58,49,68,52,False
1201,BAL,23,56,84,75,34,40,47,58,SEA,50,31,90,89,40,45,33,53,False
1202,BOS,54,27,97,85,50,40,37,29,ANA,41,40,86,77,39,37,37,56,True
1203,CHA,28,51,97,68,49,27,42,37,MIN,34,42,72,75,36,37,40,44,False
1204,DET,36,45,80,76,32,32,40,55,OAK,43,38,73,100,37,56,44,47,False
1205,TBA,39,40,86,59,44,18,19,39,HOU,54,28,89,116,49,72,28,28,False
1206,ARI,47,34,84,80,57,46,36,25,SFN,42,40,79,76,39,38,33,33,False
1207,CHN,44,35,80,89,35,44,29,56,MIN,35,42,72,75,36,38,40,43,True
1208,CIN,34,47,101,91,65,42,42,40,MIL,47,33,80,86,46,44,37,27,False
1209,LAN,43,37,80,88,42,54,32,42,COL,39,42,94,96,58,52,68,56,False
1210,MIA,32,50,81,89,33,41,39,51,NYN,32,46,67,83,29,48,42,51,True
1211,PHI,43,36,76,90,39,53,39,50,WAS,41,38,87,65,40,22,55,44,False
1212,SDN,36,47,83,79,46,28,49,31,PIT,38,42,72,76,29,40,41,41,False
1213,SLN,42,37,94,74,38,44,34,41,ATL,45,34,87,100,40,56,47,48,False
1214,BAL,23,57,79,75,31,40,43,58,ANA,41,41,86,75,39,34,37,53,False
1215,NYA,52,26,84,65,43,29,24,25,BOS,55,27,92,85,47,40,38,29,True
1216,OAK,44,38,73,99,37,58,44,41,CLE,44,35,93,79,60,33,24,30,True
1217,SEA,51,31,90,95,40,43,33,51,KCA,25,55,58,60,18,22,50,39,True
1218,TBA,39,41,82,59,38,18,18,39,HOU,55,28,89,115,49,68,28,26,True
1219,TEX,36,46,92,74,50,38,55,32,CHA,28,52,100,68,48,27,40,37,True
1220,TOR,37,43,105,81,52,34,37,42,DET,36,46,77,76,30,32,42,55,True
1221,ARI,47,35,80,80,49,46,37,25,SFN,43,40,79,67,39,31,33,29,False
1222,CHN,45,35,79,89,37,44,30,56,MIN,35,43,72,74,36,36,40,42,True
1223,CIN,34,48,94,91,61,42,39,40,MIL,48,33,80,88,46,45,37,29,True
1224,LAN,43,38,75,88,36,54,33,42,COL,40,42,94,92,58,51,68,50,False
1225,MIA,33,50,85,89,39,41,36,51,NYN,32,47,67,87,29,47,42,51,True
1226,PHI,43,37,82,90,40,53,52,50,WAS,42,38,87,74,40,34,55,48,True
1227,SDN,36,48,89,79,47,28,50,31,PIT,39,42,72,85,29,45,41,40,True
1228,SLN,42,38,87,74,35,44,38,41,ATL,46,34,87,99,40,55,47,43,False
1229,BAL,23,58,81,75,32,40,48,58,ANA,42,41,86,81,39,38,37,49,False
1230,NYA,53,26,87,65,46,29,22,25,BOS,55,28,92,85,47,39,38,37,False
1231,OAK,45,38,72,99,36,58,44,41,CLE,44,36,93,78,60,30,24,32,True
1232,SEA,52,31,84,95,40,43,31,51,KCA,25,56,58,58,18,20,50,39,True
1233,TBA,40,41,78,59,35,18,15,39,HOU,55,29,89,108,49,63,28,24,True
1234,TEX,37,46,96,74,58,38,53,32,CHA,28,53,100,65,48,28,40,46,True
1235,TOR,38,43,109,81,55,34,35,42,DET,36,47,77,74,30,32,42,52,True
1236,ARI,47,36,81,80,43,46,42,25,SFN,44,40,79,68,39,33,33,22,False
1237,CHN,46,35,91,89,50,44,33,56,MIN,35,44,72,78,36,39,40,54,True
1238,CIN,35,48,99,91,69,42,34,40,MIL,48,34,80,88,46,48,37,34,True
1239,LAN,43,39,62,88,26,54,31,42,COL,41,42,94,87,58,49,68,46,True
1240,MIA,34,50,92,89,43,41,35,51,NYN,32,48,67,91,29,49,42,52,False
1241,PHI,44,37,82,90,41,53,47,50,WAS,42,39,87,79,40,34,55,48,True
1242,SDN,37,48,84,79,43,28,50,31,PIT,39,43,72,83,29,47,41,41,False
1243,SLN,42,39,84,74,34,44,46,41,ATL,47,34,87,105,40,60,47,46,False
1244,BAL,23,59,76,75,30,40,48,58,ANA,43,41,86,82,39,41,37,45,True
1245,NYA,53,27,81,65,43,29,33,25,BOS,56,28,92,93,47,45,38,33,True
1246,OAK,46,38,69,99,37,58,44,41,CLE,44,37,93,74,60,30,24,35,False
1247,SEA,53,31,89,95,43,43,33,51,KCA,25,57,58,63,18,23,50,41,True
1248,TBA,41,41,79,59,34,18,12,39,HOU,55,30,89,104,49,61,28,27,True
1249,TEX,38,46,104,74,67,38,50,32,CHA,28,54,100,68,48,26,40,55,False
1250,TOR,39,43,104,81,54,34,34,42,DET,36,48,77,71,30,28,42,54,False
1251,ARI,47,37,88,80,45,46,50,25,SLN,42,40,86,74,37,44,48,41,False
1252,CIN,36,48,104,91,71,42,34,40,CHA,29,54,100,73,48,32,40,58,True
1253,COL,41,43,94,85,58,46,68,49,SFN,45,40,79,79,39,40,33,28,True
